x,y,z
0.0486523,0.112676,0.830937
0.0709766,0.0906445,0.723301
0.0846094,0.0703711,0.632637
0.0825781,0.0551563,0.587852
0.0638867,0.0413281,0.606992
0.0257227,0.0192578,0.675996
-0.0180859,0.00292969,0.765996
-0.0678125,-0.00759766,0.871719
-0.115723,-0.0164258,1.0184
-0.151953,-0.00878906,1.17031
-0.163008,0.00925781,1.2973
-0.142676,0.0411719,1.37939
-0.0969336,0.0818555,1.39736
-0.0494531,0.120625,1.35729
-0.00824219,0.142012,1.25313
0.0231445,0.147227,1.11281
0.0511914,0.136387,0.989219
0.0713281,0.118438,0.863008
0.0919922,0.0906055,0.744492
0.0982617,0.0635352,0.652715
0.0908789,0.0476367,0.600859
0.0680078,0.0275391,0.609727
0.0320508,0.00195312,0.676406
-0.0168555,-0.0203516,0.777051
-0.0645898,-0.0352148,0.890703
-0.104863,-0.0408398,1.01975
-0.133125,-0.0315234,1.15406
-0.139316,-0.009375,1.27197
-0.122852,0.0205078,1.34607
-0.0802539,0.0648242,1.35977
-0.0343945,0.10248,1.31996
0.00441406,0.12873,1.22047
0.0347461,0.135234,1.09451
0.0608008,0.128105,0.973613
0.087832,0.106641,0.841816
0.10127,0.080918,0.722969
0.0979297,0.0525781,0.627207
0.0867383,0.0286328,0.576602
0.0633008,0.00511719,0.587227
0.0228516,-0.0287305,0.653086
-0.0216992,-0.0597266,0.75543
-0.0680078,-0.0728125,0.874121
-0.100098,-0.0695898,1.01402
-0.128457,-0.0544531,1.15273
-0.138516,-0.0220703,1.27307
-0.118984,0.0279102,1.35336
-0.0746484,0.078125,1.37229
-0.0248242,0.123984,1.33187
0.0130664,0.153496,1.23207
0.042207,0.161133,1.10422
0.0678906,0.142363,0.980332
0.0913477,0.119121,0.849863
0.106934,0.0871875,0.730859
0.100977,0.0462109,0.633477
0.089668,0.0139258,0.585625
0.0687109,-0.0181836,0.599258
0.0313477,-0.0528125,0.669785
-0.0113086,-0.0735547,0.777266
-0.0600195,-0.0838086,0.892656
-0.0964844,-0.0799414,1.02771
-0.123203,-0.0520313,1.16139
-0.133203,-0.013457,1.27471
-0.11043,0.0408594,1.34713
-0.0697266,0.106016,1.36893
-0.0267969,0.156328,1.33316
0.0150586,0.184922,1.23945
0.0398633,0.186543,1.10369
0.0647266,0.171504,0.978184
0.0861523,0.144297,0.853281
0.101074,0.102617,0.733984
0.100371,0.0604492,0.640156
0.085957,0.0207031,0.593555
0.0629102,-0.0165039,0.610898
0.0339453,-0.0481445,0.687246
-0.00755859,-0.071582,0.796484
-0.0531445,-0.0780469,0.908398
-0.0900586,-0.0683398,1.045
-0.119824,-0.039082,1.1707
-0.129688,0.00882813,1.28215
-0.113164,0.0694141,1.35383
-0.0758594,0.135625,1.37412
-0.0342773,0.189941,1.33793
0.00240234,0.215098,1.24289
0.030918,0.215781,1.10369
0.0616602,0.192344,0.978965
0.0842578,0.16041,0.850762
0.0989063,0.110996,0.727656
0.100937,0.0624414,0.635195
0.0959375,0.0218359,0.591289
0.0738672,-0.0158008,0.609453
0.0381055,-0.0534766,0.687227
-0.00371094,-0.077832,0.791309
-0.0472656,-0.0876953,0.899961
-0.0877539,-0.0775977,1.02943
-0.116367,-0.0417773,1.15492
-0.127227,0.00558594,1.25891
-0.113691,0.0704687,1.33088
